caseid,commonweight,commonpostweight,vvweight,vvweight_post,tookpost,CCEStake,birthyr,gender,educ,race,race_other,hispanic,CC20_hisp_1,CC20_hisp_2,CC20_hisp_3,CC20_hisp_4,CC20_hisp_5,CC20_hisp_6,CC20_hisp_7,CC20_hisp_8,CC20_hisp_9,CC20_hisp_10,CC20_hisp_11,CC20_hisp_12,CC20_hisp_t,CC20_asian_1,CC20_asian_2,CC20_asian_3,CC20_asian_4,CC20_asian_5,CC20_asian_6,CC20_asian_7,CC20_asian_8,CC20_asian_9,CC20_asian_10,CC20_asian_11,CC20_asian_12,CC20_asian_13,CC20_asian_14,CC20_asian_15,CC20_asian_t,marstat,multrace_1,multrace_2,multrace_3,multrace_4,multrace_5,multrace_8,multrace_97,multrace_98,comptype,add_confirm,inputzip,inputstate,votereg,votereg_f,regzip,region,ccesmodule,CC20_300_1,CC20_300_2,CC20_300_3,CC20_300_4,CC20_300_5,CC20_300a,CC20_300c,CC20_300b_1,CC20_300b_2,CC20_300b_3,CC20_300b_4,CC20_300b_5,CC20_300b_6,CC20_300b_7,CC20_300b_8,CC20_300d_1,CC20_300d_2,CC20_300d_3,CC20_300d_4,CC20_300d_5,CC20_300d_6,CC20_302,CC20_303,CC20_305_1,CC20_305_2,CC20_305_3,CC20_305_4,CC20_305_5,CC20_305_6,CC20_305_7,CC20_305_9,CC20_305_10,CC20_305_11,CC20_305_12,CC20_305_13,CC20_307,CC20_309a_1,CC20_309a_2,CC20_309a_3,CC20_309a_4,CC20_309a_5,CC20_309b_1,CC20_309b_2,CC20_309b_3,CC20_309b_4,CC20_309c_1,CC20_309c_2,CC20_309c_3,CC20_309c_4,CC20_309c_5,CC20_309c_6,CC20_309c_7,CC20_309c_8,CC20_309c_9,CC20_309c_10,CC20_309dx_1,CC20_309dx_2,CC20_309dx_3,CC20_309dx_4,CC20_309dx_5,CC20_309dx_6,CC20_309dx_7,CC20_309dx_8,CC20_309dx_9,CC20_309d_t,CC20_309e,CC20_310a,CC20_310b,CC20_310c,CC20_310d,CC20_311a,CC20_311b,CC20_311c,CC20_311d,CC20_320a,CC20_320b,CC20_320c,CC20_320d,CC20_320e,CC20_320f,CC20_320g,CC20_320h,CC20_327a,CC20_327b,CC20_327c,CC20_327d,CC20_327e,CC20_327f,CC20_330a,CC20_330b,CC20_330c,CC20_331a,CC20_331b,CC20_331c,CC20_331d,CC20_331e,CC20_332a,CC20_332b,CC20_332c,CC20_332d,CC20_332e,CC20_332f,CC20_332g,CC20_333a,CC20_333b,CC20_333c,CC20_333d,CC20_334a,CC20_334b,CC20_334c,CC20_334d,CC20_334e,CC20_334f,CC20_334g,CC20_334h,CC20_338a,CC20_338b,CC20_338c,CC20_338d,CC20_340a,CC20_340b,CC20_340c,CC20_340d,CC20_340e,CC20_340f,CC20_340g,CC20_340h,CC20_340i,CC20_340j,CC20_340k,CC20_340l,CC20_340m,CC20_350a,CC20_350b,CC20_350c,CC20_350d,CC20_350e,CC20_350f,CC20_350g,CC20_351a,CC20_351b,CC20_355a,CC20_355b,CC20_355c,CC20_355d,CC20_355e,CC20_356a,CC20_356,CC20_360,CC20_361,CC20_363,CC20_364a,CC20_364a_t,CC20_365_voted,CC20_365_voted_t,CC20_365b_voted,CC20_365b_voted_t,CC20_366_voted,CC20_366_voted_t,CC20_367_voted,CC20_367_voted_t,CC20_364b,CC20_364b_t,CC20_365,CC20_365_t,CC20_365b,CC20_365b_t,CC20_365c,CC20_365c_t,CC20_366,CC20_366_t,CC20_367,CC20_367_t,CC20_367a,CC20_367a_t,presvote16post,presvote16post_t,pid3,pid3_t,pid7,ownhome,ownhome_t,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,cit1,immstat,dualcit,dualctry,employ,employ_t,hadjob,urbancity,urbancity_t,child18,child18num,union,union_coverage,unionhh,investor,healthins_1,healthins_2,healthins_3,healthins_4,healthins_5,healthins_6,healthins2,phone,internethome,internetwork,sexuality,trans,industryclass,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,religpew_t,religpew_protestant,religpew_protestant_t,religpew_baptist,religpew_baptist_t,religpew_methodist,religpew_methodist_t,religpew_nondenom,religpew_nondenom_t,religpew_lutheran,religpew_lutheran_t,religpew_presby,religpew_presby_t,religpew_pentecost,religpew_pentecost_t,religpew_episcop,religpew_episcop_t,religpew_christian,religpew_christian_t,religpew_congreg,religpew_congreg_t,religpew_holiness,religpew_holiness_t,religpew_reformed,religpew_reformed_t,religpew_advent,religpew_advent_t,religpew_catholic,religpew_catholic_t,religpew_mormon,religpew_mormon_t,religpew_orthodox,religpew_orthodox_t,religpew_jewish,religpew_jewish_t,religpew_muslim,religpew_muslim_t,religpew_buddhist,religpew_buddhist_t,religpew_hindu,religpew_hindu_t,ideo5,newsint,faminc_new,lookupzip,cdid116,HouseCand1Name,HouseCand2Name,HouseCand3Name,HouseCand4Name,HouseCand5Name,HouseCand6Name,HouseCand7Name,HouseCand8Name,HouseCand9Name,HouseCand1Party,HouseCand2Party,HouseCand3Party,HouseCand4Party,HouseCand5Party,HouseCand6Party,HouseCand7Party,HouseCand8Party,HouseCand9Party,SenCand1Name,SenCand2Name,SenCand1Party,SenCand2Party,SenCand1Name2,SenCand2Name2,SenCand3Name2,SenCand4Name2,SenCand5Name2,SenCand6Name2,SenCand1Party2,SenCand2Party2,SenCand3Party2,SenCand4Party2,SenCand5Party2,SenCand6Party2,GovCand1Name,GovCand2Name,GovCand1Party,GovCand2Party,CurrentHouseName,CurrentHouseParty,CurrentSen1Name,CurrentSen2Name,CurrentSen1Party,CurrentSen2Party,CurrentGovName,CurrentGovParty,LowerChamberName,LegName,countyfips,countyname,page_one_timing,page_CC20_300b_timing,page_CC20_300d_timing,page_CC19_302_timing,page_CC20_303_timing,page_CC20_305_timing,page_CC20_307_timing,page_CC20_309a_timing,page_CC20_309b_timing,page_CC20_309c_timing,page_CC20_309dx_timing,page_CC20_309e_timing,page_CC20_310grid_timing,page_CC20_311grid_timing,page_approve_timing,page_CC20_327grid_timing,page_CC20_330grid_timing,page_CC20_331grid_timing,page_CC20_332grid_timing,page_CC20_333grid_timing,page_CC20_334grid_timing,page_CC20_338grid_timing,page_CC20_340grid_timing,page_CC20_350grid_timing,page_CC20_351_timing,page_CC20_355grid_timing,page_CC20_356a_timing,page_CC20_356_timing,page_CC20_360_timing,page_urbanarea_timing,page_CC20_363_timing,page_CC20_364a_timing,page_CC20_365_voted_timing,page_CC20_365b_voted_timing,page_CC20_366_voted_timing,page_CC20_367_voted_timing,page_CC20_364b_timing,page_CC20_365_timing,page_CC20_365b_timing,page_CC20_365c_timing,page_CC20_366_timing,page_CC20_367_timing,page_CC20_367a_timing,page_page_pid3_timing,page_page_pid7_timing,page_demos7_timing,page_employ_timing,page_hadjob_timing,page_pew_bornagain_timing,page_pew_religimp_timing,page_pew_churatd_timing,page_pew_prayer_timing,page_religpew_timing,page_religpew_protestant_timing,page_religion_denom_timing,page_marstat_timing,page_demos2b_timing,page_cit1_timing,page_immstat_timing,page_dualcit_timing,page_dualctry_timing,page_home_timing,page_demos2c_timing,page_p_milstat_timing,page_child18_timing,page_demos3b_timing,page_union_coverage_timing,page_demos3c_timing,page_investor_timing,page_healthins_timing,page_healthins2_timing,page_demos8_timing,page_CC20_hisp_timing,page_CC20_asian_timing,page_presvote16post_timing,page_industryclass_timing,page_sex_timing,regzip_confirm_post,reszip_confirm_post,inputzip_post,votereg_post,votereg_f_post,regzip_post,inputstate_post,birthyr_post,gender_post,region_post,CC20_401,CC20_402a,CC20_402a_t,CC20_402b,CC20_402b_t,CC20_403,CC20_403b,CC20_403c,CC20_403c_t,CC20_403d,CC20_403d_t,CC20_404,CC20_404_t,CC20_405,CC20_406a,CC20_406b_1,CC20_406b_2,CC20_406b_3,CC20_406c,CC20_410,CC20_410_t,CC20_411,CC20_410b_t,CC20_411b,CC20_411b_t,CC20_412,CC20_412_t,CC20_413,CC20_413_t,CC20_410a_nv,CC20_410a_nv_t,CC20_411_nv,CC20_411_nv_t,CC20_411b_nv,CC20_411b_nv_t,CC20_412_nv,CC20_412_nv_t,CC20_413_nv,CC20_413_nv_t,CC20_411_GA1,CC20_411_GA2,CC20_414a,CC20_414b,CC20_415c,CC20_415d,CC20_416a,CC20_416b,CC20_416c,CC20_416a_other,CC20_416b_other,CC20_416c_other,CC20_420_1,CC20_420_2,CC20_420_3,CC20_420_4,CC20_420_5,CC20_420_6,CC20_420_7,CC20_421r,CC20_421r_dk_flag,CC20_422r,CC20_422r_dk_flag,CC20_430a_1,CC20_430a_2,CC20_430a_3,CC20_430a_4,CC20_430a_5,CC20_430a_6,CC20_430a_7,CC20_430a_8,CC20_430b_1,CC20_430b_2,CC20_430b_3,CC20_430b_4,CC20_430b_5,CC20_430b_6,CC20_430b_7,CC20_430b_8,CC20_430b_9,CC20_430b_10,CC20_430b_t,CC20_430c,CC20_431a,CC20_431b_1,CC20_431b_2,CC20_431b_3,CC20_431b_4,CC20_432a,CC20_432b_1,CC20_432b_2,CC20_432b_3,CC20_432b_4,CC20_432b_5,CC20_432b_6,CC20_432b_7,CC20_432b_8,CC20_432b_9,CC20_432b_10,CC20_432b_11,CC20_432b_t,CC20_433a,CC20_433_t,CC20_433_dem,CC20_433_rep,CC20_433b,CC20_440a,CC20_440b,CC20_440c,CC20_440d,CC20_441a,CC20_441b,CC20_441e,CC20_441f,CC20_441g,CC20_442a,CC20_442b,CC20_442c,CC20_442d,CC20_442e,CC20_443_1,CC20_443_2,CC20_443_3,CC20_443_4,CC20_443_5,gunown,numchildren,edloan,student,lookupzip_post,cdid116_post,CurrentGovName_post,CurrentGovParty_post,CurrentHouseName_post,CurrentHouseParty_post,CurrentSen1Name_post,CurrentSen1Party_post,CurrentSen2Name_post,CurrentSen2Party_post,LegName_post,LowerChamberName_post,HouseCand1Name_post,HouseCand1Party_post,HouseCand2Name_post,HouseCand2Party_post,HouseCand3Name_post,HouseCand3Party_post,HouseCand4Name_post,HouseCand4Party_post,HouseCand5Name_post,HouseCand5Party_post,HouseCand6Name_post,HouseCand6Party_post,HouseCand7Name_post,HouseCand7Party_post,HouseCand8Name_post,HouseCand8Party_post,HouseCand9Name_post,HouseCand9Party_post,SenCand1Name_post,SenCand1Party_post,SenCand2Name_post,SenCand2Party_post,SenCand1Name2_post,SenCand2Name2_post,SenCand3Name2_post,SenCand4Name2_post,SenCand5Name2_post,SenCand6Name2_post,SenCand1Party2_post,SenCand2Party2_post,SenCand3Party2_post,SenCand4Party2_post,SenCand5Party2_post,SenCand6Party2_post,GovCand1Name_post,GovCand1Party_post,GovCand2Name_post,GovCand2Party_post,AttCand1Name,AttCand2Name,AttCand3Name,AttCand1Party,AttCand2Party,AttCand3Party,SecCand1Name,SecCand2Name,SecCand3Name,SecCand1Party,SecCand2Party,SecCand3Party,page_CC20_401_timing,page_CC20_402a_timing,page_CC20_402b_timing,page_CC20_403_timing,page_CC20_403c_timing,page_CC20_403d_timing,page_CC20_404_timing,page_CC20_405_timing,page_CC20_406a_timing,page_CC20_406b_timing,page_CC20_406c_timing,page_CC20_410_timing,page_CC20_411_timing,page_CC20_411b_timing,page_CC20_412_timing,page_CC20_413_timing,page_CC20_410a_nv_timing,page_CC20_411_nv_timing,page_CC20_411b_nv_timing,page_CC20_412_nv_timing,page_CC20_413_nv_timing,page_GArunoff_timing,page_CC20_414a_timing,page_CC20_414b_timing,page_CC20_415_grid_timing,page_CC20_416_grid_timing,page_CC20_416a_other_timing,page_CC20_416b_other_timing,page_CC20_416c_other_timing,page_CC20_420_timing,page_CC20_421r_timing,page_CC20_422r_timing,page_CC20_430a_timing,page_CC20_430b_timing,page_CC20_430c_timing,page_CC20_431a_timing,page_CC20_431b_timing,page_CC20_432a_timing,page_CC20_432b_timing,page_CC20_433a_timing,page_CC20_433_dem_timing,page_CC20_433_rep_timing,page_CC20_433b_timing,page_CC20_440_grid_timing,page_CC20_441_grid_timing,page_CC20_442_grid_timing,page_CC20_443_timing,page_gunown_timing,page_numchildren_timing,page_edloan_timing,page_student_timing,CL_voter_status,CL_2020gvm,CL_2020ppep,CL_2020ppvm,CL_2020pep,CL_2020pvm,CL_state,CL_party,starttime,endtime,starttime_post,endtime_post
1246522699,0.951217126468108,0.816321215179136,1.034371718,1.2688077825,2,1,1961,2,6,1,__NA__,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,12,1,1,NA,3,54,1,1,2,2,2,2,NA,2,2,2,2,1,2,2,2,2,1,1,1,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,NA,NA,NA,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,__NA__,3,2,1,1,4,2,2,2,2,1,4,3,1,5,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,6,6,1,6,1,6,6,6,NA,NA,8,6,6,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,4,1,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,1,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,2,__NA__,99,__NA__,2,__NA__,2,__NA__,6,1,__NA__,2,2,2,2,1,1,5,2,NA,4,__NA__,1,2,__NA__,2,NA,3,2,3,1,2,2,2,2,2,1,NA,2,1,3,1,2,13,2,1,6,3,2,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,90,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,5,1,9,33868,15,Alan Cohn,Scott Franklin,NA,NA,NA,NA,NA,NA,NA,Democratic,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ross Spano,Republican,Marco Rubio,Rick Scott,Republican,Republican,Ron DeSantis,Republican,Florida State House of Representatives,Florida State Legislature,12105,Polk FL,18.461,8.109,16.645,23.388,7.429,14.572,5.161,6.851,0,17.005,17.148,5.442,33.535,17.611,44.176,40.429,27.529,49.8,92.227,13.922,67.089,37.123,52.198,67.014,21.689,50.343,12.76,7.133,4.928,7.041,5.138,0,0,0,0,0,4.734,0,0,0,0,15.937,6.026,0,0,0,9.075,5.878,0,0,0,0,0,0,0,0,1.965,2.359,12.521,5.374,0,3.138,0,18.18,5.268,0,5.954,9.308,0,6.528,0,19.017,0,0,0,9.099,8.286,1,NA,NA,1,NA,NA,12,1961,2,3,5,NA,__NA__,NA,__NA__,3,NA,3,__NA__,NA,__NA__,NA,__NA__,NA,1,NA,NA,NA,NA,2,__NA__,NA,__NA__,NA,__NA__,2,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,NA,NA,NA,2,2,6,1,1,__NA__,__NA__,__NA__,1,1,2,2,2,2,2,99,0,1,0,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,NA,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,3,__NA__,NA,NA,2,5,1,2,1,1,5,NA,NA,NA,1,1,1,1,1,5,4,5,1,1,3,4,1,NA,33868,15,Ron DeSantis,Republican,Ross Spano,Republican,Marco Rubio,Republican,Rick Scott,Republican,Florida State Legislature,Florida State House of Representatives,Alan Cohn,Democratic,Scott Franklin,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.403,0,0,4.696,19.083,0,0,0,6.881,0,0,4.8,0,0,7.583,0,0,0,0,0,0,0,0,0,10.19,20.097,0,0,0,38.053,57.083,19.067,17.348,0,0,9.902,11.456,3.823,0,4.45,0,0,3.785,27.382,19.992,30.438,42.758,8.928,6.185,5.033,0,1,1,NA,1,NA,1,10,9,2020-10-18T12:39:38Z,2020-10-18T13:10:41Z,2020-11-30T23:56:54Z,2020-12-01T00:09:39Z
1242281951,0.890943829640847,0.703562551696355,NA,NA,2,1,1978,1,5,3,__NA__,NA,2,1,2,1,2,2,2,2,2,1,2,2,__NA__,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,1,NA,1,NA,NA,NA,NA,NA,1,2,31312,13,1,1,NA,3,5,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,NA,2,NA,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,__NA__,2,2,1,1,1,2,2,2,2,1,4,2,1,2,2,3,5,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,7,5,2,4,1,3,NA,NA,2,3,8,5,NA,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,NA,4,1,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,1,__NA__,2,__NA__,2,__NA__,6,__NA__,NA,__NA__,98,__NA__,NA,__NA__,2,__NA__,3,__NA__,4,1,__NA__,2,2,2,1,2,1,4,2,NA,1,__NA__,NA,2,__NA__,1,1,3,2,2,1,1,2,2,2,2,2,NA,2,1,1,1,2,14,1,1,2,1,12,__NA__,3,__NA__,NA,__NA__,NA,__NA__,5,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,5,1,10,31312,12,Liz Johnson,Rick Allen,NA,NA,NA,NA,NA,NA,NA,Democratic,Republican,NA,NA,NA,NA,NA,NA,NA,Jon Ossoff,David Perdue,Democratic,Republican,Raphael Warnock,Kelly Loeffler,Doug Collins,Matt Lieberman,Ed Tarver,Brian Slowinski,Democratic,Republican,Republican,Democratic,Democratic,Libertarian,NA,NA,NA,NA,Rick W. Allen,Republican,David Perdue,Kelly Loeffler,Republican,Republican,Brian Kemp,Republican,Georgia State House of Representatives,Georgia State General Assembly,13103,Effingham GA,16.911,0,0,12.163,5.464,14.086,6.488,9.658,5.428,41.174,36.319,5.036,10.638,17.701,40.913,38.693,27.323,50.991,62.852,30.313,80.209,38.075,43.164,61.646,57.964,59.205,18.882,1.671,0,9.146,4.527,0,0,0,0,0,4.368,3.116,16.673,15.523,0,15.774,0,0,0,0,7.302,0,0,0,0,0,0,0,0,0,4.364,7.037,19.027,4.399,0,5.844,0,40.87,20.098,0,10.918,10.204,0,10.118,0,14.035,20.087,0,0,19.918,8.034,1,NA,NA,1,NA,NA,13,1978,1,3,5,NA,__NA__,NA,__NA__,2,NA,NA,__NA__,NA,__NA__,3,__NA__,NA,1,NA,NA,NA,NA,2,__NA__,2,__NA__,7,Derrick E. Grayson,2,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,2,2,NA,NA,2,2,6,6,NA,__NA__,__NA__,__NA__,2,2,2,2,2,2,1,100,0,0,0,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,__NA__,150,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,3,__NA__,NA,NA,3,5,2,2,2,1,5,3,4,5,1,1,1,1,1,5,5,4,2,3,1,1,2,NA,31312,12,Brian Kemp,Republican,Rick W. Allen,Republican,David Perdue,Republican,Kelly Loeffler,Republican,Georgia State General Assembly,Georgia State House of Representatives,Liz Johnson,Democratic,Rick Allen,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jon Ossoff,Democratic,David Perdue,Republican,Raphael Warnock,Kelly Loeffler,Doug Collins,Matt Lieberman,Ed Tarver,Brian Slowinski,Democratic,Republican,Republican,Democratic,Democratic,Libertarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.021,0,0,3.723,0,0,4.967,0,5.803,0,0,4.19,2.722,114.479,7.013,0,0,0,0,0,0,0.995,0,0,29.93,15.488,0,0,0,19.709,25.015,17.141,21.926,20.819,10.437,5.319,7.498,4.017,0,2.39,0,0,1.761,41.945,88.753,30.362,47.084,9.276,6.542,5.435,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-13T21:54:33Z,2020-10-14T16:06:58Z,2020-11-18T15:54:41Z,2020-11-18T17:49:31Z
1237338037,0.922519916500682,0.766738409522177,1.0031658224,0.9675338778,2,1,1973,1,6,1,__NA__,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,21,1,1,NA,3,14,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,NA,1,NA,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,__NA__,2,2,1,1,1,3,2,2,2,2,3,3,3,3,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,7,1,1,5,1,5,NA,6,1,6,8,6,NA,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,6,1,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,1,__NA__,2,__NA__,NA,__NA__,9,__NA__,NA,__NA__,2,__NA__,99,__NA__,2,__NA__,2,__NA__,7,1,__NA__,2,2,2,2,1,1,5,2,NA,1,__NA__,NA,4,__NA__,1,2,3,2,3,2,1,2,2,2,2,2,NA,2,1,1,1,2,18,1,1,1,1,1,__NA__,6,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,90,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,5,3,9,40489,5,Matthew Best,Hal Rogers,NA,NA,NA,NA,NA,NA,NA,Democratic,Republican,NA,NA,NA,NA,NA,NA,NA,Amy McGrath,Mitch McConnell,Democratic,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hal Rogers,Republican,Mitch McConnell,Rand Paul,Republican,Republican,Andy Beshear,Democratic,Kentucky State House of Representatives,Kentucky State General Assembly,21137,Lincoln KY,13.158,0,14.756,7.145,4.093,21.714,4.622,9.819,3.189,20.204,26.658,3.426,20.004,15.551,31.388,36.139,18.972,34.775,41.095,27.311,43.621,23.068,34.705,47.416,20.406,29.282,5.325,5.066,3.452,6.512,2.654,0,0,0,0,0,4.084,2.758,0,6.692,0,5.299,4.758,0,0,0,3.78,0,0,0,0,0,0,0,0,0,2.257,1.782,8.558,2.537,0,2.91,0,8.472,7.476,4.375,3.686,4.022,0,3.505,0,14.61,0,0,0,10.796,4.872,1,NA,NA,1,NA,NA,21,1973,1,3,5,NA,__NA__,NA,__NA__,2,NA,NA,__NA__,NA,__NA__,3,__NA__,NA,1,NA,NA,NA,NA,2,__NA__,2,__NA__,NA,__NA__,2,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,__NA__,NA,NA,NA,NA,2,5,1,1,NA,__NA__,__NA__,__NA__,2,1,1,2,1,2,2,46,0,18,0,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,NA,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,NA,1,NA,5,4,3,3,3,3,NA,NA,NA,1,1,1,2,1,5,2,1,1,2,3,3,1,NA,40489,5,Andy Beshear,Democratic,Hal Rogers,Republican,Mitch McConnell,Republican,Rand Paul,Republican,Kentucky State General Assembly,Kentucky State House of Representatives,Matthew Best,Democratic,Hal Rogers,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amy McGrath,Democratic,Mitch McConnell,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.15,0,0,4.727,0,0,4.934,0,4.806,0,0,3.201,3.144,0,3.357,0,0,0,0,0,0,0,0,0,20.117,11.371,0,0,0,23.976,18.078,25.704,14.768,0,0,5.099,9.307,3.547,0,3.637,0,3.596,0,21.498,25.472,35.84,32.798,5.55,6.921,3.819,0,1,2,NA,5,NA,5,18,3,2020-10-07T11:46:29Z,2020-10-07T12:08:57Z,2020-11-20T13:28:02Z,2020-11-20T13:44:52Z
